id,name,username,bio,location,url,join_date,join_time,tweets,following,followers,likes,media,private,verified,profile_image_url,background_image,label
119044023,S!,stefaniabregant,"First, you see a different world. Then, you see the world differently / Ψ",Everywhere,,2 Mar 2010,6:06 AM,6785.0,293.0,215.0,996.0,0.0,1.0,0.0,https://pbs.twimg.com/profile_images/478697182351355904/momfAzMm_400x400.jpeg,https://pbs.twimg.com/profile_banners/119044023/1398359589/1500x500,individual
445120448,J.Wells,JalyseJenae,Basketball is life. The rest is just details,,,23 Dec 2011,5:39 PM,1920.0,0.0,135.0,19.0,28.0,0.0,0.0,https://pbs.twimg.com/profile_images/3158854049/a697cd60cb144857518c1fb5262f223a_400x400.jpeg,https://pbs.twimg.com/profile_banners/445120448/1349319903/1500x500,individual
150671089,abhinay,Abhinay_dasu,"a mascot,a movie lover,foodie",india,,1 Jun 2010,7:32 AM,2047.0,532.0,108.0,138.0,349.0,0.0,0.0,https://pbs.twimg.com/profile_images/378800000095487797/29f799b6c72024f32ed29fa4ce986366_400x400.jpeg,https://pbs.twimg.com/profile_banners/150671089/1373112875/1500x500,individual
390469561,Brittany Bubonovich,babsie_18,,"Pittsburgh, PA",,13 Oct 2011,6:16 PM,226.0,183.0,68.0,4.0,18.0,0.0,0.0,https://pbs.twimg.com/profile_images/822770479203225601/1KMeJQP2_400x400.jpg,,individual
160688593,QuilaZakia,OnlyMe_Quilaaaa,"My Tweets Say Enough Loving The New Life Im Living, My Bestfriend @Its_Quoyah FWH Follow Me On Insta @QuilaZakia 718 To 706","Athens,Ga",,28 Jun 2010,2:52 PM,6237.0,407.0,311.0,128.0,228.0,0.0,0.0,https://pbs.twimg.com/profile_images/505843325497536512/Mk3qyyTz_400x400.jpeg,https://pbs.twimg.com/profile_banners/160688593/1411513868/1500x500,individual
144219808,มยจนล,drammiess,,Thailand,https://www.twitter.com/praewwiice,15 May 2010,9:57 AM,11616.0,157.0,157.0,2161.0,0.0,1.0,0.0,https://pbs.twimg.com/profile_images/1160617243983482880/b4qo6BI5_400x400.jpg,https://pbs.twimg.com/profile_banners/144219808/1552065805/1500x500,individual
198442844,joshsim,joshisstarving,"and every once in awhile, he says something intelligent.",,http://joshisstarving.tumblr.com/,4 Oct 2010,2:51 AM,5119.0,170.0,269.0,3089.0,13.0,0.0,0.0,https://pbs.twimg.com/profile_images/496480579408252928/DzOHNVwy_400x400.jpeg,,individual
24534272,Svetlana Plotnikova,svplotnikova,Independent market and marketing research professional,"Moscow,Russia - Albuquerque,NM",http://www.svplotnikova.ru,15 Mar 2009,8:06 AM,109.0,165.0,90.0,0.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/1834594025/LJ_100x100_Jan_2010_Compressed_400x400.jpg,,individual
50692848,CampLandRV,camplandRV,Camp-Land RV is a large RV dealer in NW Indiana off I-94,"Burns Harbor, IN, near Chicago",http://www.camplandRV.com,25 Jun 2009,9:31 AM,694.0,48.0,59.0,1.0,8.0,0.0,0.0,https://pbs.twimg.com/profile_images/815715600/Towable_line_and_bldg01_2_400x400.JPG,,organization
104476528,Fikram Firmansyah,fffikram,"Basketball,MTB,swimming,fitness Traveling,cycling,music,simple man who want to live peacefully","Jakarta,indonesia",,13 Jan 2010,5:05 AM,13702.0,227.0,238.0,74.0,26.0,0.0,0.0,https://pbs.twimg.com/profile_images/562616980725723137/0hfj7unl_400x400.jpeg,https://pbs.twimg.com/profile_banners/104476528/1422973087/1500x500,individual
240924744,lovelyblue,Lovelyblueyacht,my add yacht! my dream Around the World!,jeju,,20 Jan 2011,5:50 PM,486.0,243.0,24.0,94.0,4.0,0.0,0.0,https://pbs.twimg.com/profile_images/1134086551615369217/V_Z7LnNt_400x400.jpg,https://pbs.twimg.com/profile_banners/240924744/1533950326/1500x500,individual
379852589,Paige Baumgartner,PaigeBaum,"que sera, sera.",,,25 Sep 2011,10:31 AM,3564.0,217.0,387.0,1093.0,131.0,0.0,0.0,https://pbs.twimg.com/profile_images/541786082413522944/VoRsIaH6_400x400.jpeg,https://pbs.twimg.com/profile_banners/379852589/1435091817/1500x500,individual
288315236,Sharnita Rao,SharnitaRao,child of the universe,"Mumbai, India",http://www.instagram.com/sharnitarao,26 Apr 2011,9:45 AM,4825.0,207.0,359.0,35.0,140.0,0.0,0.0,https://pbs.twimg.com/profile_images/834022243407638528/4xmADsbD_400x400.jpg,https://pbs.twimg.com/profile_banners/288315236/1413491104/1500x500,individual
137562223,Mazni Sawal,mazmiyuki,i live in my own world. strangers are not allowed,Kuala Lumpur,http://littlelovealways.blogspot.com/,26 Apr 2010,8:12 PM,17944.0,263.0,344.0,173.0,430.0,0.0,0.0,https://pbs.twimg.com/profile_images/769803637933551616/qWtQmFTm_400x400.jpg,https://pbs.twimg.com/profile_banners/137562223/1472370465/1500x500,individual
368384577,Adey Electronics,AdeyElectronics,"Design solutions & supply products for IoT, M2M & asset monitoring; 4G/5G Cellular, LP-WAN, LoRa, NB-IoT, Wireless, Ethernet, Fibre & legacy Serial technologies",Nottingham,https://www.adeyelectronics.co.uk,5 Sep 2011,8:10 AM,560.0,636.0,451.0,140.0,62.0,0.0,0.0,https://pbs.twimg.com/profile_images/1529891239/Small_Logo_twitter_400x400.jpg,https://pbs.twimg.com/profile_banners/368384577/1398240885/1500x500,organization
37736008,Sarah JM Fackrell,SxyChai,"Wife, Mother and a Retail Store Manager for Starbucks Coffee Company. I enjoy running and spending time with my family.","Las Vegas, Nevada",,4 May 2009,12:38 PM,191.0,179.0,41.0,90.0,0.0,1.0,0.0,https://pbs.twimg.com/profile_images/2486736706/image_400x400.jpg,,individual
75549126,Damian Dorschner,D_thevoice,"Single Dad, Clerk with Veterans Affairs, singer, runner, Crazy sports fan. Blackhawks, MUFC, Steelers, Argos, Jays, A's.","PG, BC",,19 Sep 2009,6:32 AM,10218.0,1072.0,467.0,117.0,94.0,0.0,0.0,https://pbs.twimg.com/profile_images/1227688189034283008/XuSawGuG_400x400.jpg,https://pbs.twimg.com/profile_banners/75549126/1581538649/1500x500,individual
203266702,Catɦʏ 🌼,cathy2246,"To be true, is to be you¥🍏 A super Movie Fan of historical dramas and 17th century regent classics. Throw in a book now and then and I'm a very happy camper",In a bubble,https://twitter.com/cathy2246,15 Oct 2010,3:19 PM,2052.0,73.0,102.0,1619.0,0.0,1.0,0.0,https://pbs.twimg.com/profile_images/1195327350986162176/epnIsCOz_400x400.jpg,https://pbs.twimg.com/profile_banners/203266702/1573823225/1500x500,individual
128976971,Bobby's Haven,BobbysHaven,"A safe haven for gay youth & parents of gay youth.  Suicide is NOT an option! Help save gay youth! -Chase Ferrell, Founder  (This is not a bot account lol)","Tennessee, USA",http://www.BobbysHaven.org,2 Apr 2010,1:09 PM,369.0,1638.0,1105.0,32.0,4.0,0.0,0.0,https://pbs.twimg.com/profile_images/793470780/twitter_bobbyshaven_400x400.jpg,,organization
128885740,Premita Fifi,sandikala,"a mother, writer, researcher, new born CEO of life simply because some good changes are meant to be converted.",,,2 Apr 2010,7:04 AM,19058.0,400.0,2363.0,2537.0,872.0,0.0,0.0,https://pbs.twimg.com/profile_images/1138265011439132672/HfX6aimr_400x400.jpg,,individual
458941843,LacyJ,ljkfont,love life - and it is what you make it!! :) Being a momma is Awesome!!!!!,,,8 Jan 2012,7:33 PM,159.0,152.0,12.0,14.0,20.0,0.0,0.0,https://pbs.twimg.com/profile_images/378800000427284832/e267157e76309ded217e3df16ef4ad23_400x400.jpeg,,individual
42901308,PRWire (NZ),prwirenz,New Zealand's leading wire and company announcement service,Auckland,http://www.prwire.com.au,27 May 2009,8:09 AM,36163.0,0.0,193.0,1.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/234582220/prwirelogo_bigger_400x400.png,,organization
15904720,New York Knicks,BR_NYKnicks,Entertaining content and breaking news from all of the top Knicks sources on the Web.,"New York, NY",http://bleacherreport.com/new-york-knicks,19 Aug 2008,7:33 AM,9087.0,0.0,5515.0,0.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/1159710810/BR_LOGO_400x400.jpg,,organization
123393965,Emannuell Calevoso,Mannymiami305,Hacked and got my profile back. Mustafa Balci you can suck a dick,Miami,,15 Mar 2010,4:45 PM,341.0,203.0,37.0,274.0,0.0,1.0,0.0,https://pbs.twimg.com/profile_images/1202819658451173376/3MH8tDiq_400x400.jpg,,individual
18523838,Jill Whitfield,JillWhitfield,"Risk-taker. Networker. Career Yoda. Adventurer. Theatre Junkie. Thought Leader. Mouseketeer. Love Pop Culture, Film/TV/Theatre, Marketing & Technology",Southern & often Californian,,31 Dec 2008,9:17 PM,1374.0,1021.0,405.0,891.0,206.0,0.0,0.0,https://pbs.twimg.com/profile_images/842790136458838017/X53ruUnR_400x400.jpg,https://pbs.twimg.com/profile_banners/18523838/1353218732/1500x500,individual
35539360,VitaMedica,VitaMedica,Physician formulated nutraceuticals to support recovery and wellness plus a trusted source for the latest health & wellness news and information.,"Manhattan Beach, CA",http://www.vitamedica.com/,26 Apr 2009,12:18 PM,8106.0,531.0,4991.0,349.0,818.0,0.0,0.0,https://pbs.twimg.com/profile_images/588465152736952320/1nF0avOe_400x400.jpg,https://pbs.twimg.com/profile_banners/35539360/1554924229/1500x500,organization
20724267,Digging Into Data,DiggingIntoData,"Updates about the T-AP Digging into Data Challenge, an international grant competition using large-scale methods for humanities & social science research.","Washington, DC",http://www.diggingintodata.org,12 Feb 2009,2:03 PM,421.0,0.0,2544.0,9.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/78029819/diggingbanner.6in_400x400.jpg,https://pbs.twimg.com/profile_banners/20724267/1453254083/1500x500,organization
480084074,The Pickle,ThePickleFilm,An #IndieFilm currently in production. Nearly 300% funded on IndieGoGo. Updates on the hilarious dark comedy here. #Movies,Chicago,http://www.indiegogo.com/The-Pickle?a=408173,31 Jan 2012,7:20 PM,399.0,1536.0,319.0,11.0,3.0,0.0,0.0,https://pbs.twimg.com/profile_images/1828417598/bullet_hole_logo_200_400x400.jpg,,organization
146385794,Alex,AlexGuyan,"Senior Account Manager at Karmarama. Studied at Lincoln University 2003-2007. Likes Movies, Mayonaise, and Hair Wax.",,,21 May 2010,2:03 AM,109.0,48.0,61.0,4.0,2.0,0.0,0.0,https://pbs.twimg.com/profile_images/1786019231/image_400x400.jpg,,individual
461312949,Lynn Sessions,LynnSessions,"#Healthcare attorney at BakerHostetler with special emphasis on healthcare operations, #privacy and #HIPAA.","Houston, Texas",http://bakerlaw.com,11 Jan 2012,9:32 AM,1039.0,48.0,380.0,101.0,29.0,0.0,0.0,https://pbs.twimg.com/profile_images/1115191902045908992/rf1oM21Y_400x400.jpg,,individual
29721568,Amelia Robinson,ameliarobo,,Chesterfield,,8 Apr 2009,7:06 AM,841.0,440.0,224.0,447.0,23.0,0.0,0.0,https://pbs.twimg.com/profile_images/1023562273766498305/3EDzN1f__400x400.jpg,https://pbs.twimg.com/profile_banners/29721568/1381104390/1500x500,individual
35055225,nteunckens,nteunckens,♂ // { SAP Arch / ABAP } // ♬ Techno ♬ // Belgian Beer ...,"Balen, Belgium",,24 Apr 2009,3:03 PM,8488.0,133.0,265.0,1599.0,359.0,0.0,0.0,https://pbs.twimg.com/profile_images/1165719938595807232/Ii4ed9rD_400x400.jpg,https://pbs.twimg.com/profile_banners/35055225/1434573354/1500x500,individual
153990375,Aury,Heyy_ItsAuryy,I keep it real no matter wat welcome to my world like it or love it if not I dnt care kick rocks:),Wea u aren't ,,9 Jun 2010,7:39 PM,19864.0,510.0,342.0,19.0,43.0,0.0,0.0,https://pbs.twimg.com/profile_images/423004636535353344/ut28yFcC_400x400.jpeg,https://pbs.twimg.com/profile_banners/153990375/1355281522/1500x500,individual
281169632,Derrick Shuff,ShuffMan81,Large and in charge!!  Shaking hands and signing autographs in the 604,PoCo,,12 Apr 2011,12:37 PM,328.0,132.0,23.0,0.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/1316430183/muppets_gonzo_photo_puppet-400-400_400x400.jpg,,individual
231513392,Vehicle Vid,vehiclevid,We find the best car videos on the web and bring them to you. We also publish our own Vehicle Vid exclusive car videos.,World Wide Web,http://vehiclevid.com,28 Dec 2010,10:52 AM,163.0,14.0,16.0,0.0,6.0,0.0,0.0,https://pbs.twimg.com/profile_images/456091650746355712/53nis-0E_400x400.png,https://pbs.twimg.com/profile_banners/231513392/1397575713/1500x500,organization
124043939,Susanna Jade,artlooped,"We are a group of 33 artists that show our work from our studios on July 9 - 11, 2010. We've been doing this for 15 years! Please view our website.","Lincoln County, NM",http://www.artloop.org,17 Mar 2010,7:19 PM,677.0,11.0,10.0,0.0,1.0,0.0,0.0,https://pbs.twimg.com/profile_images/759390580/LogoPath_400x400.jpg,,organization
496772170,FaisalGumlrMunggaran,faisalmunggaran,"bob marley is my fans , reggae music is my favorite , freestyle is my rules!",indonesian,http://www.facebook.com/faisalmunggaran,19 Feb 2012,12:45 AM,2334.0,860.0,393.0,8.0,14.0,0.0,0.0,https://pbs.twimg.com/profile_images/566981681827958784/RVxi0zqV_400x400.jpeg,https://pbs.twimg.com/profile_banners/496772170/1424013940/1500x500,individual
128660357,vanessa,v_palacios,mujer 🍀,Maryland,,1 Apr 2010,1:18 PM,3110.0,264.0,71.0,4316.0,200.0,0.0,0.0,https://pbs.twimg.com/profile_images/1183866500215644162/tL441M-w_400x400.jpg,https://pbs.twimg.com/profile_banners/128660357/1588560286/1500x500,individual
52208688,Assembly Fasteners,AssemblyFast,"Assembly Fasteners is a distributor of metric & unified threaded fasteners latches, access, motion and self-clinching hardware ISO9001:2008 registered company,","Apopka, FL",http://www.afi.cc/,29 Jun 2009,3:15 PM,1805.0,301.0,619.0,300.0,308.0,0.0,0.0,https://pbs.twimg.com/profile_images/816322182171262976/F10zuAwy_400x400.jpg,https://pbs.twimg.com/profile_banners/52208688/1404932257/1500x500,organization
167637512,CuteassRedbone,tiitee32,real all day sweetest redbone you will ever meet #Team LIBRAS all day mention me ill follow back =))  #Team TAKEN,,,16 Jul 2010,8:05 PM,241.0,634.0,193.0,4.0,6.0,0.0,0.0,https://pbs.twimg.com/profile_images/2289997987/p1h3t0as5ydpk92unerj_400x400.jpeg,,individual
384245159,News Amar Ujala,NewsAmarUjala,"Breaking News, Latest News, Current News",Noida,http://news.amarujala.com,3 Oct 2011,3:23 AM,2338.0,17.0,575.0,0.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/1570855127/Copy_of_au_twitt_bigger_400x400_400x400.gif,,organization
118486967,Bieber News1,bieber_news1,Everything you want to know about your favorite artist.    NEWS : NEW TRACKS : LINKS,,,28 Feb 2010,1:02 PM,4958.0,2610.0,1702.0,0.0,6.0,0.0,0.0,https://pbs.twimg.com/profile_images/724215451/bieber_400x400.jpg,,organization
236081929,Eats On Feets Utah,EatsOnFeetsUT,The Eats On Feets GLOBAL network chapter pages provide an online space to facilitate woman-to-woman milk sharing.,,http://www.facebook.com/pages/Eats-on-Feets-Utah/125967424127389,9 Jan 2011,11:23 AM,1903.0,38.0,71.0,0.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/1211202449/Eats_on_Feets_UT_400x400.jpg,,organization
33642735,Volunteer Calgary,VolunteerCal,Connecting you with volunteer opportunities across all our communities. Special support for virtual volunteering and COVID-19.,"Calgary, Alberta",https://www.volunteerconnector.org/,20 Apr 2009,1:05 PM,15853.0,3434.0,22660.0,825.0,1678.0,0.0,0.0,https://pbs.twimg.com/profile_images/955529466544926720/1NGb5CSE_400x400.jpg,https://pbs.twimg.com/profile_banners/33642735/1516650366/1500x500,organization
2271291,StateLine Speedway,raceidaho,"Catch the Action! Racing WED, FRI, & SAT Nights. Big Fun, Big Events, Close to home.","Post Falls, Idaho",http://www.raceidaho.com,26 Mar 2007,1:06 AM,496.0,33.0,886.0,37.0,68.0,0.0,0.0,https://pbs.twimg.com/profile_images/1001516293407752193/izyAZwbv_400x400.jpg,https://pbs.twimg.com/profile_banners/2271291/1467929003/1500x500,organization
225563666,Jackie Eakin,jackieeakin,"Cause I heard Jesus, He drank wine.  And I bet we'd get along just fine.  He could calm a storm and heal the blind  And I bet he'd understand a Heart like mine.",Franklin,,11 Dec 2010,2:12 PM,379.0,0.0,62.0,37.0,20.0,0.0,0.0,https://pbs.twimg.com/profile_images/3374862651/da9fbfa06189da32db37ace38fc04c3e_400x400.jpeg,,individual
28456035,PSU BGSA,bgsapennstate,"Academic, community, political, and social event updates for black and other minority graduate students at Penn State University","University Park, PA",http://www.wix.com/kirick/bgsa-website,2 Apr 2009,5:14 PM,278.0,603.0,190.0,1.0,32.0,0.0,0.0,https://pbs.twimg.com/profile_images/3244961087/a407b835c5227952dfd16c531f7ef36d_400x400.jpeg,https://pbs.twimg.com/profile_banners/28456035/1360698564/1500x500,organization
413128240,IHS Library,IHS_Library,"This is the Independence High School Library, Independence, Ohio.  We're always looking for our next great read!","Independence, OH",http://ilslibrary.wixsite.com/ihslmc,15 Nov 2011,6:27 AM,388.0,701.0,228.0,1902.0,35.0,0.0,0.0,https://pbs.twimg.com/profile_images/1640371789/bluedevil_400x400.gif,,organization
280919779,ASV REMIX,ASV_REMIX,Check us out at --- http://www.facebook.com/asvremix ,ASIA,http://www.asvremix.com,12 Apr 2011,1:36 AM,686.0,151.0,165.0,2.0,22.0,0.0,0.0,https://pbs.twimg.com/profile_images/1308782498/asvglow23_400x400.jpg,,organization
497319348,njwomen,njwomen1,WOMEN'S BUSINESS DIRECTORY IN NEW JERSEY,NEW JERSEY,http://www.thewomenpages.com,19 Feb 2012,1:21 PM,110.0,1857.0,347.0,0.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/1839269661/TWP_LOGO_400x400.png,,organization
356879740,CommunicationIQ,communicationIQ,"A collective of smart creative people, helping brands be better",London,http://www.communicationiq.co.uk/,17 Aug 2011,7:24 AM,110.0,198.0,80.0,0.0,0.0,1.0,0.0,https://pbs.twimg.com/profile_images/1501609853/IQ_grey_400x400.jpg,,organization
392664690,NV PoliticsinStereo,NVnStereo,"Nevada politics from the Left, from the Right, and non-partisan sources. Part of the @PoliticsnStereo network",Nevada,http://www.politicsinstereo.com/nevada,17 Oct 2011,4:46 AM,1784.0,157.0,113.0,0.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/1592575480/TWITTER_NV_400x400.gif,https://pbs.twimg.com/profile_banners/392664690/1412992429/1500x500,organization
507545267,Jillian Head,Jillianr598,Morning sex is the best way to stathe day,Pasadena,,28 Feb 2012,7:52 AM,2082.0,0.0,11.0,0.0,1052.0,0.0,0.0,https://pbs.twimg.com/profile_images/1860315420/UHGYT-2054_400x400.jpg,,individual
321673817,Jamison 💪🏻,CountryGayDude,"Smooth as Tennessee whiskey, sweet as strawberry wine. Country,accent included. Can be a handful but thats why ya got 2 hands.Whiskey makes me frisky","Kentucky, USA ",,21 Jun 2011,4:28 PM,8329.0,797.0,928.0,11047.0,0.0,1.0,0.0,https://pbs.twimg.com/profile_images/1178484485425422336/TS-jANxd_400x400.jpg,https://pbs.twimg.com/profile_banners/321673817/1569807613/1500x500,individual
386044266,Loras Student Union,LCStudentUnion,The Official Loras College Student Union Twitter Account • #GoDuhawks!,"Dubuque, Iowa",,6 Oct 2011,8:37 AM,864.0,227.0,404.0,720.0,25.0,0.0,0.0,https://pbs.twimg.com/profile_images/1251187702013231105/Sz1HZAF6_400x400.jpg,https://pbs.twimg.com/profile_banners/386044266/1400738751/1500x500,organization
215851521,GPR Dehler,GPRDehler,"Immersive Learning, Business Simulations, Cognitive Science, Innovation.","Sydney, London, San Diego",http://www.gprdehler.com,14 Nov 2010,6:46 PM,3275.0,872.0,728.0,0.0,4.0,0.0,0.0,https://pbs.twimg.com/profile_images/2243675976/Twitter_Logo_400x400.png,https://pbs.twimg.com/profile_banners/215851521/1399595921/1500x500,organization
271828440,Maria Clements,Weight2LoseNow,Tips Of How To Lose Weight The Easy And Natural Way!,USA,http://www.ExtremeWeightLossSecrets.isGreat.org,25 Mar 2011,1:05 AM,1656.0,34.0,4.0,0.0,0.0,0.0,0.0,https://pbs.twimg.com/profile_images/1286369151/Stay_Healthy_400x400.jpg,,organization
227864491,This Girl,GirlWalksIn2Bar,Bartending Company 🍸 Custom Mixology http://www.ThisGirlWalksIntoABar.com ,California,http://www.ThisGirlWalksIntoABar.com,17 Dec 2010,5:33 PM,16649.0,816.0,7389.0,0.0,1174.0,0.0,0.0,https://pbs.twimg.com/profile_images/829094312394706944/maZUT3GC_400x400.jpg,https://pbs.twimg.com/profile_banners/227864491/1402955609/1500x500,organization
141180071,iPad App Reviews,ipad_appreviews,We are here to test and provide a detailed user experience and honest reviews about the iPad apps from the app store.,,http://www.ipad-apps-review-online.com/,7 May 2010,4:16 AM,9511.0,6.0,617.0,0.0,1.0,0.0,0.0,https://pbs.twimg.com/profile_images/753140472407658500/cJ50pv6y_400x400.jpg,https://pbs.twimg.com/profile_banners/141180071/1468397637/1500x500,organization
28619835,Shay Mckaykay Jay,ShayMckaykay,"I can't sing and I can't play rugby, Im a poor excuse for a Welsh person!","Cardiff, Wales",,3 Apr 2009,11:13 AM,1462.0,214.0,158.0,2029.0,267.0,0.0,0.0,https://pbs.twimg.com/profile_images/1025074089600458756/DNKX3Cq3_400x400.jpg,https://pbs.twimg.com/profile_banners/28619835/1550957655/1500x500,individual
220192677,Lucinette,Luci_C_Martinez,a girl in love with the world of media,In my own world,,26 Nov 2010,5:43 PM,808.0,0.0,38.0,529.0,34.0,0.0,0.0,https://pbs.twimg.com/profile_images/495083006303150080/cK3JvjFR_400x400.jpeg,https://pbs.twimg.com/profile_banners/220192677/1406872042/1500x500,individual
434338119,Katie Lynn,Its_SlowMotion,C.E.L ♡♡,,,11 Dec 2011,10:48 AM,6457.0,181.0,217.0,862.0,34.0,0.0,0.0,https://pbs.twimg.com/profile_images/1124337986295009282/QWnEZpEq_400x400.jpg,https://pbs.twimg.com/profile_banners/434338119/1531631903/1500x500,individual
86163499,Equitynow.ca,scottko1,Approval is Easier Than You Think!   778-869-8638,"Vancouver, BC Canada",http://www.equitynow.ca,29 Oct 2009,2:12 PM,9966.0,453.0,1342.0,10.0,99.0,0.0,0.0,https://pbs.twimg.com/profile_images/2691154340/ac01ba7921e109622dbb580e22800ddf_400x400.jpeg,https://pbs.twimg.com/profile_banners/86163499/1355498274/1500x500,individual
349883310,Sam Gallagher,SamDGallagher,"“I am free of prejudice, I hate everyone equally”",Newport,,6 Aug 2011,2:23 PM,7009.0,388.0,242.0,4698.0,209.0,0.0,0.0,https://pbs.twimg.com/profile_images/1162771248390332417/_w5k93fn_400x400.jpg,https://pbs.twimg.com/profile_banners/349883310/1431292183/1500x500,individual
28408824,Maine State Bar Assn,mainebar,"The Maine State Bar Association is a voluntary professional organization that advocates for lawyers, the courts, and the public in Maine.","Augusta, Maine",http://www.mainebar.org,2 Apr 2009,1:09 PM,850.0,298.0,3087.0,27.0,28.0,0.0,0.0,https://pbs.twimg.com/profile_images/1746318004/SquareLogo1_400x400.jpg,,organization
18999763,CBC Trending,CBCTrending,"^it @irenethomaidis, ^jb @johnbowman ^lo @laurenonizzle",Canada,http://www.cbc.ca/news/trending,14 Jan 2009,2:40 PM,54755.0,2522.0,15358.0,1711.0,16200.0,0.0,1.0,https://pbs.twimg.com/profile_images/613805869185175553/9TyZV2YD_400x400.jpg,https://pbs.twimg.com/profile_banners/18999763/1400097320/1500x500,organization
19286710,Mik,mik_mgm,Allow me to reintroduce myself...,"New York, NY",https://www.instagram.com/mik.mgm,21 Jan 2009,5:16 AM,716.0,43.0,248.0,2.0,64.0,0.0,0.0,https://pbs.twimg.com/profile_images/1122171813491093504/YJbKvJMg_400x400.jpg,https://pbs.twimg.com/profile_banners/19286710/1556381415/1500x500,individual
